num_strokes,steps,mean_runtime_sec,mean_reconstruction_mse,mean_total_loss,mean_deception_rate,num_runs
200,100,65.26674882570903,0.04012449582417801,263684.1759114583,0.0,30
1200,100,149.43572370211282,0.03915746559699372,1647.378271484375,0.23333333333333334,30
2500,100,280.36014714241026,0.03810897469520565,230.61882921854655,0.3,30
